Voucher Number,Vendor ID,Vendor Name,G/L Date,Expense Category,Amount
00004134,0000010003,EVERSOURCE CL&P,07/16/2014 12:00:00 AM,Utility: electricity,$1022.78
00004135,0000010003,EVERSOURCE CL&P,07/16/2014 12:00:00 AM,Utility: electricity,$25.41
00004136,0000010003,EVERSOURCE CL&P,07/16/2014 12:00:00 AM,Utility: electricity,$607.86
00004137,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$214.12
00004138,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$46.00
00004139,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$164.82
00004140,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$183.69
00004141,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$863.50
00004142,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$158.82
00004143,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/16/2014 12:00:00 AM,Natural gas,$103.55
00004100,0000010082,GOODYEAR TIRE & RUBBER COMPANY,07/16/2014 12:00:00 AM,Tires,$272.39
00004120,0000014396,HERITAGE VILLAGE WATER COMPANY,07/16/2014 12:00:00 AM,Water Utility,$60.75
00004121,0000014396,HERITAGE VILLAGE WATER COMPANY,07/16/2014 12:00:00 AM,Water Utility,$434.45
00004122,0000014396,HERITAGE VILLAGE WATER COMPANY,07/16/2014 12:00:00 AM,Water Utility,$434.45
00004123,0000014396,HERITAGE VILLAGE WATER COMPANY,07/16/2014 12:00:00 AM,Water Utility,$90.89
00004097,0000157450,KCR BRADLEY ASSOCIATES LLC,07/16/2014 12:00:00 AM,Rental buildings,$12533.33
00004118,0000154938,SEALCOATING INC,07/16/2014 12:00:00 AM,Contract Work grounds,$75432.39
00004098,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$11185.25
00004099,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$1443.75
00004106,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$2225.00
00004109,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$456.25
00004111,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$193.75
00004112,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$106.25
00004113,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$106.25
00004114,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$1001.25
00004115,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$1420.00
00004116,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$822.50
00004117,0000010066,SIMPLEX GRINNELL LP,07/16/2014 12:00:00 AM,Contract Work buildings,$452.25
00004128,0000010072,THE CONNECTICUT WATER CO,07/16/2014 12:00:00 AM,Water Utility,$60.21
00004129,0000010072,THE CONNECTICUT WATER CO,07/16/2014 12:00:00 AM,Water Utility,$23.18
00004130,0000010072,THE CONNECTICUT WATER CO,07/16/2014 12:00:00 AM,Water Utility,$338.21
00004144,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$417.14
00004145,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$234.44
00004146,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$43.83
00004147,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$234.36
00004148,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$71.77
00004149,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$243.05
00004150,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$293.92
00004151,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$117.86
00004152,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$122.51
00004153,0000010003,EVERSOURCE CL&P,07/17/2014 12:00:00 AM,Utility: electricity,$185.26
00004198,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$709.05
00004199,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$258.33
00004200,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$985.60
00004201,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$1125.33
00004202,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$7451.35
00004203,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$511.65
00004204,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$1295.44
00004205,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$46.00
00004206,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$756.25
00004207,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$5703.45
00004208,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$591.54
00004209,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$4544.85
00004210,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/17/2014 12:00:00 AM,Natural gas,$893.83
00004154,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$2415.33
00004155,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$2414.35
00004156,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$2065.88
00004157,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$75.94
00004158,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$74.53
00004159,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$65.14
00004160,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$229.32
00004161,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$54.49
00004162,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$49.05
00004163,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$27.70
00004164,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$95.58
00004165,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$6193.53
00004166,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$6193.53
00004167,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$6460.59
00004168,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$766.71
00004169,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$168.85
00004170,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$151.03
00004171,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$136.11
00004172,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$85.02
00004173,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$77.01
00004174,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$2635.06
00004175,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$2549.78
00004176,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$2121.19
00004177,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$897.93
00004178,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$31.40
00004179,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$35.58
00004180,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$32.18
00004181,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$200.45
00004182,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$199.60
00004183,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$197.46
00004184,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$197.46
00004185,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$62.05
00004186,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$64.84
00004187,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$53.70
00004188,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$197.46
00004189,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$33.46
00004190,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$51.86
00004191,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$49.09
00004192,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$32.53
00004193,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$39.90
00004194,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$53.07
00004195,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$19.76
00004196,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$19.48
00004197,0000010072,THE CONNECTICUT WATER CO,07/17/2014 12:00:00 AM,Water Utility,$18.80
00004224,0000015133,AMERESCO SELECT INC,07/18/2014 12:00:00 AM,Utility: electricity,$343996.17
00004223,0000146096,CHARLES R GRAY,07/18/2014 12:00:00 AM,Travel out-of-state,$1168.00
00004223,0000146096,CHARLES R GRAY,07/18/2014 12:00:00 AM,Conference costs,$690.00
00004223,0000146096,CHARLES R GRAY,07/18/2014 12:00:00 AM,Food,$35.40
00004211,0000010613,CHARTER COMMUNICATIONS,07/18/2014 12:00:00 AM,EDP Services (outside),$130.00
00004229,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$458.83
00004230,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$101.55
00004231,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$110.78
00004232,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$198.38
00004233,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$2238.78
00004234,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$1674.00
00004235,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$1045.50
00004236,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$32.61
00004237,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$220.34
00004238,0000000501,CITY OF GROTON,07/18/2014 12:00:00 AM,Utility: electricity,$66.00
00004225,0000015900,COX COMMUNICATIONS,07/18/2014 12:00:00 AM,Telephone,$1344.24
00004212,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$38.50
00004213,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$64.58
00004214,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$106.99
00004215,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$412.05
00004216,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$71.20
00004217,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$99.09
00004218,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$66.51
00004219,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$105.84
00004220,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$38.50
00004221,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$19.16
00004222,0000010003,EVERSOURCE CL&P,07/18/2014 12:00:00 AM,Utility: electricity,$60.02
00004226,0000010057,METROPOLITAN DISTRICT,07/18/2014 12:00:00 AM,Sewer Utility,$36897.46
00004239,0000010011,A & A OFFICE SYSTEMS INC,07/21/2014 12:00:00 AM,Rental equipment,$265.50
00004240,0000010011,A & A OFFICE SYSTEMS INC,07/21/2014 12:00:00 AM,Rental equipment,$265.50
00004241,0000010011,A & A OFFICE SYSTEMS INC,07/21/2014 12:00:00 AM,Rental equipment,$268.55
00004242,0000010011,A & A OFFICE SYSTEMS INC,07/21/2014 12:00:00 AM,Rental equipment,$265.50
00004243,0000010055,AT&T,07/22/2014 12:00:00 AM,Telephone,$3421.58
00004244,0000010055,AT&T,07/22/2014 12:00:00 AM,Telephone,$323.15
00004267,0000010121,AERO ALL GAS CORP,07/23/2014 12:00:00 AM,Rental equipment,$35.10
00004251,0000103314,BANK OF AMERICA NA,07/23/2014 12:00:00 AM,Fees,$896.13
00004265,0000010484,BRIDGESTONE FIRESTONE NORTH AMERICA TIRE,07/23/2014 12:00:00 AM,Rep & Serv tools and equip,$1925.00
00004270,0000132346,CAMPBELL HILL AVIATION GROUP LLC,07/23/2014 12:00:00 AM,Consultant Services,$18647.08
00004257,0000015643,CLEARWATER INDUSTRIES INC,07/23/2014 12:00:00 AM,Contract Work buildings,$128.84
00004255,0000015900,COX COMMUNICATIONS,07/23/2014 12:00:00 AM,Telephone,$410.00
00004256,0000010003,EVERSOURCE CL&P,07/23/2014 12:00:00 AM,Utility: electricity,$10308.52
00004259,0000010003,EVERSOURCE CL&P,07/23/2014 12:00:00 AM,Utility: electricity,$416.85
00004260,0000010003,EVERSOURCE CL&P,07/23/2014 12:00:00 AM,Utility: electricity,$306.74
00004261,0000010003,EVERSOURCE CL&P,07/23/2014 12:00:00 AM,Utility: electricity,$149.09
00004249,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,07/23/2014 12:00:00 AM,Natural gas,$120.66
00004250,0000010124,GLOBAL PAYMENTS DIRECT INC,07/23/2014 12:00:00 AM,Fees,$381.77
00004252,0000010128,IBM CORPORATION,07/23/2014 12:00:00 AM,EDP Hardware Maint,$410.82
00004268,0000011633,J H LAPIERRE JR & SON LLC,07/23/2014 12:00:00 AM,Contract Work buildings,$771.12
00004258,0000012476,KONE INC,07/23/2014 12:00:00 AM,Contract Work buildings,$270.74
00004262,0000012476,KONE INC,07/23/2014 12:00:00 AM,Contract Work buildings,$2395.76
00004263,0000012476,KONE INC,07/23/2014 12:00:00 AM,Contract Work buildings,$241.72
00004266,0000012476,KONE INC,07/23/2014 12:00:00 AM,Contract Work buildings,$441.15
00004264,0000012713,MODULAR SPACE CORPORATION,07/23/2014 12:00:00 AM,Rental equipment,$184.04
00004254,0000010009,SUBURBAN STATIONERS INC,07/23/2014 12:00:00 AM,Office Supplies,$44.28
00004254,0000010009,SUBURBAN STATIONERS INC,07/23/2014 12:00:00 AM,EDP Suppl,$427.00
00004245,0000134674,THAMES VALLEY COMMUNICATIONS INC,07/23/2014 12:00:00 AM,EDP Services (outside),$248.25
00004247,0000010072,THE CONNECTICUT WATER CO,07/23/2014 12:00:00 AM,Water Utility,$383.80
00004248,0000010072,THE CONNECTICUT WATER CO,07/23/2014 12:00:00 AM,Water Utility,$34.75
00004253,0000000059,TOWN OF GROTON,07/23/2014 12:00:00 AM,Sewer Utility,$1200.26
00004269,0000152366,WILLIS OF MASSACHUSETTS INC,07/23/2014 12:00:00 AM,Insurance: premiums,$21120.00
00004271,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$38.50
00004272,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$1257.18
00004273,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$425.68
00004274,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$22585.06
00004275,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$77.97
00004276,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$138.30
00004277,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$7374.70
00004278,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$42.53
00004279,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$73.04
00004280,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$849.40
00004281,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$38.50
00004282,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$740.04
00004283,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$3345.86
00004284,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$14.51
00004285,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$38.50
00004286,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$180.47
00004287,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$212.49
00004288,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$844.62
00004289,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$178.25
00004290,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$258.79
00004291,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$45.58
00004292,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$101.39
00004293,0000010003,EVERSOURCE CL&P,07/24/2014 12:00:00 AM,Utility: electricity,$1590.50
00004315,0000137624,FOLEY CARRIER SERVICES LLC,07/25/2014 12:00:00 AM,Medical Fees,$110.00
00004302,0000058830,GENTRACK LTD,07/25/2014 12:00:00 AM,EDP Hardware Maint,$46460.00
00004299,0000079240,INLAND TECHNOLOGIES INTERNATIONAL LTD,07/25/2014 12:00:00 AM,Contract Work buildings,$80905.64
00004294,0000160969,J SCOTT GUILMARTIN,07/25/2014 12:00:00 AM,Travel out-of-state,$1402.94
00004294,0000160969,J SCOTT GUILMARTIN,07/25/2014 12:00:00 AM,Conference costs,$690.00
